,round,year,player,firstServe,ace,double,firstPointWon,secPointWon,avgSecServe,break,return,total,error,temp_winner
946,First,2007,Sebastien Grosjean,0.42,7,2,1.0,0.83,119.90135396518376,0.3,0.5,57,7.0,1
947,First,2007,Mischa Zverev,0.65,16,3,0.7,0.56,119.90135396518376,0.5,0.4,145,20.0,1
948,First,2007,Andy Murray,0.47,3,3,0.88,0.68,119.90135396518376,0.53,0.64,78,17.0,1
949,First,2007,Fernando Gonzalez,0.64,11,1,0.84,0.64,119.90135396518376,0.6,0.27,130,22.0,1
950,First,2007,Robert Smeets,0.52,14,4,0.87,0.56,119.90135396518376,0.36,0.39,115,37.0,1
951,First,2007,Jarkko Nieminen,0.56,9,10,0.72,0.41,119.90135396518376,0.53,0.44,144,52.0,1
952,First,2007,Andreas Seppi,0.5,23,10,0.82,0.58,119.90135396518376,0.5,0.4,184,70.0,1
953,First,2007,Philipp Kohlschreiber,0.61,11,3,0.76,0.52,119.90135396518376,0.3,0.41,140,38.0,1
954,First,2007,Rafael Nadal,0.61,7,2,0.75,0.71,119.90135396518376,0.43,0.41,104,14.0,1
955,First,2007,Gilles Muller,0.66,24,3,0.8,0.59,119.90135396518376,0.86,0.45,112,39.0,1
956,First,2007,Max Mirnyi,0.55,23,4,0.79,0.47,119.90135396518376,0.16,0.35,163,19.0,1
957,First,2007,Tommy Haas,0.69,17,4,0.84,0.72,119.90135396518376,0.33,0.42,107,25.0,1
958,First,2007,Fernando Verdasco,0.61,17,2,0.63,0.67,119.90135396518376,0.17,0.3,120,61.0,1
959,First,2007,Lleyton Hewitt,0.51,18,3,0.77,0.53,119.90135396518376,0.78,0.42,133,41.0,1
960,First,2007,Frank Dancevic,0.63,25,3,0.84,0.53,119.90135396518376,0.4,0.41,108,31.0,1
961,First,2007,Paul Capdeville,0.6,14,8,0.62,0.43,119.90135396518376,0.63,0.56,167,47.0,1
962,First,2007,Florian Mayer,0.59,12,0,0.74,0.53,119.90135396518376,0.46,0.38,133,42.0,1
963,First,2007,Juan Ignacio Chela,0.56,2,0,0.68,0.68,119.90135396518376,0.38,0.41,109,22.0,1
964,First,2007,Tomas Berdych,0.47,10,3,0.89,0.56,119.90135396518376,0.88,0.62,90,18.0,1
965,First,2007,David Nalbandian,0.59,20,10,0.73,0.45,119.90135396518376,0.43,0.43,155,46.0,1
966,First,2007,Dmitry Tursunov,0.53,26,7,0.87,0.63,119.90135396518376,0.5,0.37,125,22.0,1
967,First,2007,Fabrice Santoro,0.52,11,5,0.85,0.47,119.90135396518376,0.54,0.5,109,20.0,1
968,First,2007,Ilija Bozoljac,0.62,4,2,0.82,0.75,119.90135396518376,0.75,0.46,84,15.0,1
969,First,2007,Robby Ginepri,0.64,15,3,0.78,0.54,119.90135396518376,0.38,0.37,160,47.0,1
970,First,2007,Nikolay Davydenko,0.65,12,6,0.8,0.5,119.90135396518376,0.38,0.47,102,37.0,1
971,First,2007,Stanislas Wawrinka,0.64,14,4,0.66,0.54,119.90135396518376,0.7,0.47,113,27.0,1
972,First,2007,Juan Martin Del Potro,0.69,0,2,0.73,0.77,119.90135396518376,0.6,0.5,88,23.0,1
973,First,2007,Arnaud Clement,0.55,11,2,0.75,0.56,119.90135396518376,0.55,0.39,122,35.0,1
974,First,2007,Vince Spadea,0.7,3,1,0.67,0.65,119.90135396518376,0.44,0.51,104,24.0,1
975,First,2007,Wayne Arthurs,0.57,19,9,0.75,0.48,119.90135396518376,0.47,0.37,154,55.0,1
976,First,2007,Jonas Bjorkman,0.63,3,5,0.74,0.52,119.90135396518376,0.45,0.48,147,40.0,1
977,First,2007,Nicolas Mahut,0.44,10,8,0.78,0.5,119.90135396518376,0.53,0.47,127,53.0,1
978,First,2007,Thomas Johansson,0.6,13,4,0.74,0.43,119.90135396518376,0.75,0.39,130,57.0,1
979,First,2007,Dominik Hrbaty,0.59,9,10,0.77,0.46,119.90135396518376,0.42,0.47,162,66.0,1
980,First,2007,Marat Safin,0.66,19,2,0.8,0.57,119.90135396518376,0.25,0.31,160,50.0,1
981,First,2007,Zack Fleishman,0.5,10,4,0.69,0.5,119.90135396518376,0.58,0.43,139,40.0,1
982,First,2007,Danai Udomchoke,0.6,3,8,0.75,0.38,119.90135396518376,0.5,0.51,104,35.0,1
983,First,2007,Mario Ancic,0.64,7,4,0.91,0.56,119.90135396518376,0.38,0.46,100,28.0,1
984,First,2007,Feliciano Lopez,0.64,19,2,0.83,0.56,119.90135396518376,0.1,0.36,154,30.0,1
985,First,2007,Jurgen Melzer,0.66,1,4,0.79,0.56,119.90135396518376,0.67,0.2,100,12.0,1
986,First,2007,Yen0Hsun Lu,0.62,5,6,0.76,0.45,119.90135396518376,0.55,0.46,92,36.0,1
987,First,2007,David Ferrer,0.63,4,4,0.65,0.54,119.90135396518376,0.5,0.45,110,39.0,1
988,First,2007,Marcos Baghdatis,0.43,11,7,0.84,0.47,119.90135396518376,0.7,0.44,112,39.0,1
989,First,2007,Andy Roddick,0.72,13,2,0.8,0.57,119.90135396518376,0.67,0.33,151,25.0,1
990,First,2007,Roger Federer,0.71,7,1,0.7,0.52,119.90135396518376,0.47,0.56,111,29.0,1
991,First,2007,Juan Carlos Ferrero,0.7,4,1,1.0,0.33,119.90135396518376,0.5,0.8,12,2.0,1
992,First,2007,Novak Djokovic,0.68,5,1,0.83,0.58,119.90135396518376,0.53,0.58,84,15.0,1
993,First,2007,Marc Gicquel,0.56,14,4,0.73,0.54,119.90135396518376,0.63,0.47,156,49.0,1
994,First,2007,Lukas Dlouhy,0.63,17,8,0.73,0.41,119.90135396518376,0.52,0.43,256,81.0,1
995,First,2007,Mardy Fish,0.48,13,1,0.79,0.59,119.90135396518376,0.5,0.31,136,33.0,1
996,First,2007,Radek Stepanek,0.71,15,1,0.93,0.65,119.90135396518376,0.55,0.49,90,14.0,1
997,First,2007,Florent Serra,0.51,4,1,0.68,0.64,119.90135396518376,0.33,0.43,110,55.0,1
998,First,2007,Sam Querrey,0.56,20,5,0.84,0.45,119.90135396518376,0.46,0.39,128,37.0,1
999,First,2007,Gael Monfils,0.54,25,1,0.86,0.68,119.90135396518376,0.3,0.36,174,38.0,1
1000,First,2007,Amer Delic,0.49,7,1,0.84,0.53,119.90135396518376,0.8,0.54,84,23.0,1
1001,First,2007,Dudi Sela,0.63,0,4,0.75,0.47,119.90135396518376,0.37,0.5,96,30.0,1
1002,First,2007,Guillermo Garcia0Lopez,0.75,0,0,0.83,0.0,119.90135396518376,0.0,0.4,9,33.38345266507557,1
1003,First,2007,Richard Gasquet,0.64,4,3,0.65,0.43,119.90135396518376,0.5,0.51,99,26.0,1
1004,First,2007,Tommy Robredo,0.68,10,2,0.84,0.52,119.90135396518376,0.86,0.49,85,19.0,1
1005,Final,2008,Novak Djokovic,0.56,11,2,0.78,0.63,147.0,0.33,0.36,136,35.0,1
1006,semi,2008,Novak Djokovic,0.68,13,6,0.78,0.42,155.0,0.36,0.39,118,32.0,1
1007,semi,2008,Jo0Wilfried Tsonga,0.64,17,1,0.86,0.56,147.0,0.71,0.46,89,27.0,1
1008,quarter,2008,Novak Djokovic,0.62,7,3,0.76,0.51,149.0,0.43,0.49,107,32.0,1
1009,quarter,2008,Roger Federer,0.68,13,0,0.75,0.58,153.0,0.5,0.41,115,24.0,1
1010,quarter,2008,Jo0Wilfried Tsonga,0.63,8,1,0.89,0.56,149.0,0.57,0.42,110,32.0,1
1011,quarter,2008,Rafael Nadal,0.6,5,5,0.78,0.49,126.0,0.67,0.45,102,23.0,1
1012,Fourth,2008,Roger Federer,0.63,11,1,0.75,0.74,160.0,0.43,0.36,105,17.0,1
1013,Fourth,2008,David Ferrer,0.73,6,0,0.71,0.42,154.0,0.32,0.46,138,36.0,1
1014,Fourth,2008,Novak Djokovic,0.6,13,6,0.73,0.45,158.0,0.58,0.49,108,36.0,1
1015,Fourth,2008,James Blake,0.63,4,0,0.76,0.73,152.0,0.6,0.37,95,17.0,1
1016,Fourth,2008,Jarkko Nieminen,0.61,4,4,0.63,0.46,150.0,0.5,0.43,162,47.0,1
1017,Fourth,2008,Rafael Nadal,0.93,3,1,0.89,0.0,158.0,1.0,0.51,43,9.0,1
1018,Fourth,2008,Mikhail Youzhny,0.61,6,2,0.75,0.5,138.0,0.78,0.48,102,30.0,1
1019,Fourth,2008,Jo0Wilfried Tsonga,0.64,18,2,0.83,0.52,147.0,0.42,0.38,154,43.0,1
1020,Third,2008,David Ferrer,0.64,5,2,0.82,0.54,146.0,0.56,0.45,97,14.0,1
1021,Third,2008,Juan Carlos Ferrero,0.62,12,2,0.79,0.59,149.0,0.6,0.49,88,21.0,1
1022,Third,2008,Lleyton Hewitt,0.57,10,6,0.76,0.49,143.0,0.35,0.41,193,56.0,1
1023,Third,2008,James Blake,0.56,10,3,0.66,0.54,144.0,0.57,0.43,159,44.0,1
1024,Third,2008,Novak Djokovic,0.76,5,1,0.75,0.8,155.0,0.5,0.5,94,22.0,1
1025,Third,2008,Roger Federer,0.64,39,1,0.89,0.54,150.0,0.24,0.36,202,64.0,1
1026,Third,2008,Marin Cilic,0.56,14,5,0.73,0.65,150.0,0.5,0.47,135,46.0,1
1027,Third,2008,Tomas Berdych,0.6,15,7,0.83,0.43,153.0,0.56,0.4,130,32.0,1
1028,Third,2008,Nikolay Davydenko,0.65,2,1,0.66,0.58,148.0,0.54,0.49,103,28.0,1
1029,Third,2008,Jarkko Nieminen,0.73,10,4,0.76,0.47,158.0,0.31,0.36,136,24.0,1
1030,Third,2008,Rafael Nadal,0.6,7,1,0.75,0.62,142.0,0.35,0.45,109,22.0,1
1031,Third,2008,Richard Gasquet,0.65,10,2,0.73,0.69,155.0,0.38,0.37,110,38.0,1
1032,Third,2008,Jo0Wilfried Tsonga,0.68,21,1,0.83,0.46,153.0,0.63,0.47,91,28.0,1
1033,Third,2008,Philipp Kohlschreiber,0.0,0,0,0.0,0.0,168.0,0.0,0.0,0,33.38345266507557,1
1034,Third,2008,Paul0Henri Mathieu,0.53,7,8,0.69,0.49,149.0,0.3,0.38,179,51.0,1
1035,Third,2008,Mikhail Youzhny,0.74,4,1,0.82,0.72,159.0,0.83,0.44,85,13.0,1
1036,Second,2008,Juan Carlos Ferrero,0.64,7,1,0.77,0.55,152.0,0.63,0.4,91,32.0,1
1037,Second,2008,Sam Querrey,0.55,13,7,0.78,0.47,142.0,0.63,0.42,147,40.0,1
1038,Second,2008,Marcos Baghdatis,0.6,4,4,0.74,0.53,164.0,0.29,0.38,144,53.0,1
1039,Second,2008,Vince Spadea,0.52,8,7,0.68,0.48,119.90135396518376,0.27,0.38,167,33.38345266507557,1
1040,Second,2008,Marin Cilic,0.53,7,1,0.71,0.67,119.90135396518376,0.36,0.43,104,33.38345266507557,1
1041,Second,2008,Janko Tipsarevic,0.66,8,2,0.77,0.58,147.0,0.67,0.36,118,20.0,1
1042,Second,2008,James Blake,0.59,9,3,0.83,0.61,147.0,0.6,0.5,86,20.0,1
1043,Second,2008,David Nalbandian,0.59,19,5,0.84,0.57,156.0,0.57,0.36,125,32.0,1
1044,Second,2008,Tomas Berdych,0.58,9,4,0.89,0.56,150.0,0.55,0.48,83,33.0,1
1045,Second,2008,Fernando Gonzalez,0.6,15,4,0.63,0.56,155.0,0.41,0.44,126,38.0,1
1046,Second,2008,Lleyton Hewitt,0.58,13,2,0.66,0.69,144.0,0.5,0.43,140,32.0,1
1047,Second,2008,Juan Monaco,0.74,4,7,0.69,0.58,119.90135396518376,0.38,0.36,199,33.38345266507557,1
1048,Second,2008,Sebastien Grosjean,0.64,7,2,0.75,0.63,137.0,0.64,0.38,145,40.0,1
1049,Second,2008,David Ferrer,0.74,1,1,0.69,0.43,129.0,0.38,0.49,73,21.0,1
1050,Second,2008,Roger Federer,0.69,7,1,0.76,0.79,134.0,0.5,0.58,87,18.0,1
1051,Second,2008,Novak Djokovic,0.62,12,3,0.76,0.64,147.0,0.75,0.53,86,24.0,1
1052,Second,2008,Marc Gicquel,0.59,2,3,0.63,0.62,119.90135396518376,0.63,0.4,113,33.38345266507557,1
1053,Second,2008,Nikolay Davydenko,0.77,3,2,0.61,0.38,161.0,0.69,0.59,95,19.0,1
1054,Second,2008,Paul0Henri Mathieu,0.56,11,2,0.76,0.6,137.0,0.46,0.41,133,32.0,1
1055,Second,2008,Ivo Karlovic,0.63,15,1,0.82,0.49,119.90135396518376,0.38,0.38,133,33.38345266507557,1
1056,Second,2008,Guillermo Garcia0Lopez,0.58,5,6,0.75,0.45,119.90135396518376,0.27,0.42,162,33.38345266507557,1
1057,Second,2008,Jo0Wilfried Tsonga,0.62,14,0,0.83,0.53,140.0,0.31,0.45,113,19.0,1
1058,Second,2008,Rafael Nadal,0.72,9,1,0.77,0.42,143.0,0.64,0.6,83,16.0,1
1059,Second,2008,Igor Andreev,0.66,2,8,0.79,0.51,119.90135396518376,0.36,0.37,110,33.38345266507557,1
1060,Second,2008,Andy Roddick,0.75,10,1,0.8,0.53,153.0,0.33,0.48,103,12.0,1
1061,Second,2008,Philipp Kohlschreiber,0.59,6,1,0.79,0.7,154.0,0.33,0.41,65,17.0,1
1062,Second,2008,Richard Gasquet,0.69,8,1,0.78,0.89,156.0,0.55,0.51,92,12.0,1
1063,Second,2008,Mikhail Youzhny,0.6,8,6,0.75,0.52,140.0,0.42,0.37,142,53.0,1
1064,Second,2008,Gilles Simon,0.73,4,2,0.73,0.63,119.90135396518376,0.41,0.49,86,33.38345266507557,1
1065,Second,2008,Stefan Koubek,0.64,3,2,0.71,0.67,119.90135396518376,0.5,0.31,114,33.38345266507557,1
1066,Second,2008,Mardy Fish,0.57,4,5,0.83,0.5,150.0,0.5,0.52,91,24.0,1
1067,Second,2008,Jarkko Nieminen,0.73,4,7,0.7,0.32,148.0,0.35,0.5,122,30.0,1
1068,First,2008,Marin Cilic,0.54,16,1,0.75,0.62,119.90135396518376,0.42,0.44,115,33.38345266507557,1
1069,First,2008,Alun Jones,0.7,5,2,0.64,0.41,119.90135396518376,0.57,0.46,129,33.38345266507557,1
1070,First,2008,Novak Djokovic,0.63,6,4,0.84,0.45,159.0,0.86,0.5,96,22.0,1
1071,First,2008,Simone Bolelli,0.64,9,2,0.73,0.49,119.90135396518376,0.33,0.37,150,33.38345266507557,1
1072,First,2008,Janko Tipsarevic,0.54,25,5,0.75,0.52,139.0,0.4,0.39,162,53.0,1
1073,First,2008,Hyung0Taik Lee,0.58,7,0,0.85,0.63,159.0,0.22,0.31,98,13.0,1
1074,First,2008,Sebastien Grosjean,0.59,4,0,0.74,0.56,119.90135396518376,0.6,0.46,116,33.38345266507557,1
1075,First,2008,Jurgen Melzer,0.63,14,2,0.86,0.52,119.90135396518376,0.42,0.45,105,33.38345266507557,1
1076,First,2008,Fernando Verdasco,0.78,4,2,0.66,0.56,119.90135396518376,0.6,0.56,95,33.38345266507557,1
1077,First,2008,Juan Martin Del Potro,0.66,3,2,0.77,0.59,119.90135396518376,0.38,0.44,92,33.38345266507557,1
1078,First,2008,Peter Luczak,0.63,12,7,0.8,0.52,162.0,0.46,0.4,128,33.0,1
1079,First,2008,Vince Spadea,0.55,0,8,0.7,0.52,119.90135396518376,0.63,0.36,137,33.38345266507557,1
1080,First,2008,Marcos Baghdatis,0.52,16,4,0.83,0.48,143.0,0.29,0.43,138,40.0,1
1081,First,2008,Sam Querrey,0.6,21,4,0.86,0.52,119.90135396518376,0.4,0.48,111,33.38345266507557,1
1082,First,2008,David Nalbandian,0.49,4,5,0.81,0.68,158.0,0.67,0.49,99,24.0,1
1083,First,2008,Marat Safin,0.46,6,1,0.79,0.62,164.0,0.36,0.46,109,27.0,1
1084,First,2008,Robin Haase,0.57,16,9,0.8,0.5,119.90135396518376,0.43,0.43,150,33.38345266507557,1
1085,First,2008,Fabrice Santoro,0.61,3,0,0.71,0.81,119.90135396518376,0.67,0.42,86,33.38345266507557,1
1086,First,2008,Oscar Hernandez,0.61,10,4,0.78,0.45,119.90135396518376,0.56,0.41,109,33.38345266507557,1
1087,First,2008,Tomas Berdych,0.65,10,2,0.71,0.64,119.90135396518376,0.67,0.46,105,33.38345266507557,1
1088,First,2008,Denis Istomin,0.65,5,3,0.72,0.63,119.90135396518376,0.35,0.38,142,33.38345266507557,1
1089,First,2008,David Ferrer,0.72,3,2,0.77,0.71,148.0,0.73,0.58,89,15.0,1
1090,First,2008,Denis Gremelmayr,0.53,13,5,0.75,0.46,119.90135396518376,0.45,0.42,125,33.38345266507557,1
1091,First,2008,Lleyton Hewitt,0.55,14,6,0.83,0.68,148.0,0.62,0.62,75,12.0,1
1092,First,2008,Fernando Gonzalez,0.59,10,4,0.82,0.64,148.0,0.5,0.42,102,36.0,1
1093,First,2008,Roger Federer,0.72,11,1,0.83,0.56,155.0,0.7,0.58,85,14.0,1
1094,First,2008,Juan Monaco,0.66,6,2,0.71,0.44,143.0,0.7,0.49,108,26.0,1
1095,First,2008,James Blake,0.55,11,2,0.84,0.53,146.0,0.46,0.49,93,18.0,1
1096,First,2008,Michael Russell,0.7,6,3,0.67,0.63,119.90135396518376,0.55,0.39,143,33.38345266507557,1
1097,First,2008,Dmitry Tursunov,0.64,15,1,0.73,0.64,119.90135396518376,0.47,0.36,148,33.38345266507557,1
1098,First,2008,Juan Carlos Ferrero,0.7,9,2,0.77,0.58,149.0,0.56,0.46,95,27.0,1
1099,First,2008,Amer Delic,0.67,8,4,0.74,0.58,119.90135396518376,0.83,0.4,98,33.38345266507557,1
1100,First,2008,Philipp Kohlschreiber,0.77,4,2,0.67,0.59,119.90135396518376,0.44,0.4,112,33.38345266507557,1
1101,First,2008,Nikolay Davydenko,0.79,1,4,0.77,0.37,158.0,0.6,0.44,108,22.0,1
1102,First,2008,Feliciano Lopez,0.58,28,6,0.84,0.63,119.90135396518376,0.75,0.3,95,33.38345266507557,1
1103,First,2008,Dudi Sela,0.7,1,3,0.72,0.58,119.90135396518376,0.45,0.47,111,33.38345266507557,1
1104,First,2008,Jarkko Nieminen,0.67,1,2,0.76,0.51,119.90135396518376,0.5,0.38,125,33.38345266507557,1
1105,First,2008,Nicolas Mahut,0.58,13,9,0.71,0.6,119.90135396518376,0.36,0.37,177,33.38345266507557,1
1106,First,2008,Marc Gicquel,0.61,14,8,0.73,0.42,119.90135396518376,0.44,0.41,187,33.38345266507557,1
1107,First,2008,Mardy Fish,0.6,12,2,0.77,0.51,119.90135396518376,0.38,0.45,125,33.38345266507557,1
1108,First,2008,Ivo Karlovic,0.6,19,4,0.75,0.58,119.90135396518376,0.36,0.38,138,33.38345266507557,1
1109,First,2008,Florent Serra,0.55,2,3,0.73,0.62,119.90135396518376,0.43,0.43,126,33.38345266507557,1
1110,First,2008,Rafael Nadal,0.61,4,4,0.67,0.76,143.0,0.42,0.41,107,16.0,1
1111,First,2008,Stefan Koubek,0.56,5,11,0.69,0.54,146.0,0.5,0.39,162,59.0,1
1112,First,2008,Andreas Seppi,0.55,6,1,0.79,0.56,119.90135396518376,0.5,0.52,91,33.38345266507557,1
1113,First,2008,Gilles Simon,0.69,10,6,0.74,0.44,119.90135396518376,0.33,0.38,179,33.38345266507557,1
1114,First,2008,Alejandro Falla,0.61,4,4,0.67,0.58,119.90135396518376,0.44,0.42,194,33.38345266507557,1
1115,First,2008,Guillermo Garcia0Lopez,0.67,1,4,0.63,0.52,119.90135396518376,0.44,0.47,115,33.38345266507557,1
1116,First,2008,Evgeny Korolev,0.6,3,1,0.79,0.58,119.90135396518376,0.78,0.51,92,33.38345266507557,1
1117,First,2008,Jo0Wilfried Tsonga,0.59,7,6,0.71,0.43,135.0,0.31,0.4,135,61.0,1
1118,First,2008,Paul0Henri Mathieu,0.6,8,7,0.85,0.51,119.90135396518376,0.26,0.45,109,33.38345266507557,1
1119,First,2008,Agustin Calleri,0.5,16,4,0.77,0.68,119.90135396518376,0.38,0.32,133,33.38345266507557,1
1120,First,2008,Rainer Schuettler,0.66,4,5,0.61,0.69,147.0,0.47,0.43,140,37.0,1
1121,First,2008,Kristof Vliegen,0.61,9,1,0.78,0.69,119.90135396518376,0.5,0.49,103,33.38345266507557,1
1122,First,2008,Sam Warburg,0.7,5,4,0.6,0.59,119.90135396518376,0.44,0.42,143,33.38345266507557,1
1123,First,2008,Michael Berrer,0.68,7,10,0.78,0.47,136.0,0.33,0.41,172,53.0,1
1124,First,2008,Mikhail Youzhny,0.66,5,2,0.74,0.5,156.0,1.0,0.51,103,33.0,1
1125,First,2008,Jesse Levine,0.65,3,3,0.73,0.5,119.90135396518376,0.73,0.55,94,33.38345266507557,1
1126,First,2008,Richard Gasquet,0.59,12,4,0.78,0.72,141.0,0.41,0.47,111,21.0,1
1127,First,2008,Igor Andreev,0.73,7,2,0.75,0.65,119.90135396518376,0.5,0.37,143,33.38345266507557,1
1128,First,2008,Andy Roddick,0.65,13,2,0.76,0.58,148.0,0.45,0.44,101,11.0,1
1129,First,2008,Paul Capdeville,0.74,3,1,0.72,0.52,156.0,0.45,0.42,112,18.0,1
1130,First,2008,Tommy Robredo,0.66,4,7,0.69,0.42,136.0,0.41,0.43,193,38.0,1
1131,First,2009,Nicolas Almagro,0.6,29,4,0.83,0.58,146.0,0.44,0.32,144,37.0,1
1132,First,2009,Jo0Wilfried Tsonga,0.47,5,2,0.84,0.63,150.0,0.7,0.51,86,30.0,1
1133,First,2009,Richard Gasquet,0.58,16,4,0.79,0.59,151.0,0.28,0.4,161,50.0,1
1134,First,2009,Marcel Granollers,0.63,12,3,0.73,0.5,119.90135396518376,0.5,0.43,130,33.38345266507557,1
1135,First,2009,Ivo Karlovic,0.55,13,2,0.87,0.65,0.0,0.3,0.37,95,33.38345266507557,1
1136,First,2009,Jurgen Melzer,0.6,5,2,0.83,0.52,142.0,0.64,0.52,103,26.0,1
1137,First,2009,Chris Guccione,0.61,12,4,0.8,0.59,153.0,0.38,0.45,98,21.0,1
1138,First,2009,Dudi Sela,0.72,2,3,0.69,0.4,0.0,0.37,0.46,124,33.38345266507557,1
1139,First,2009,Gilles Simon,0.48,8,3,0.65,0.55,132.0,0.47,0.54,108,35.0,1
1140,First,2009,Flavio Cipolla,0.68,3,6,0.65,0.47,0.0,0.38,0.4,161,33.38345266507557,1
1141,First,2009,Guillermo Canas,0.51,21,4,0.78,0.5,0.0,0.41,0.45,167,33.38345266507557,1
1142,First,2009,Rafael Nadal,0.69,10,2,0.91,0.75,146.0,0.64,0.54,83,18.0,1
1143,First,2009,Paul0Henri Mathieu,0.58,6,2,0.8,0.67,0.0,0.6,0.42,45,33.38345266507557,1
1144,First,2009,Marcos Baghdatis,0.43,7,2,0.78,0.53,145.0,0.38,0.44,116,41.0,1
1145,First,2009,Stanislas Wawrinka,0.59,4,6,0.68,0.48,0.0,0.7,0.44,123,33.38345266507557,1
1146,First,2009,Xavier Malisse,0.7,5,2,0.79,0.52,0.0,0.28,0.44,102,33.38345266507557,1
1147,First,2009,Novak Djokovic,0.68,8,1,0.68,0.58,161.0,0.39,0.51,104,27.0,1
1148,First,2009,Philipp Kohlschreiber,0.64,8,5,0.77,0.54,151.0,0.6,0.32,97,38.0,1
1149,First,2009,Andy Roddick,0.54,9,1,0.76,0.69,156.0,0.7,0.57,83,10.0,1
1150,First,2009,Mardy Fish,0.57,18,6,0.89,0.5,145.0,0.41,0.43,134,28.0,1
1151,First,2009,Jeremy Chardy,0.62,18,3,0.8,0.63,0.0,0.4,0.49,100,33.38345266507557,1
1152,First,2009,Guillermo Garcia0Lopez,0.61,4,5,0.64,0.55,0.0,0.56,0.48,120,33.38345266507557,1
1153,First,2009,Tommy Robredo,0.69,10,1,0.81,0.95,0.0,0.6,0.46,87,33.38345266507557,1
1154,First,2009,Viktor Troicki,0.61,12,1,0.78,0.55,0.0,0.55,0.41,110,33.38345266507557,1
1155,First,2009,Yen0Hsun Lu,0.55,9,3,0.78,0.54,0.0,1.0,0.34,101,33.38345266507557,1
1156,First,2009,Bernard Tomic,0.64,10,1,0.66,0.62,135.0,0.23,0.35,151,61.0,1
1157,First,2009,Fabrice Santoro,0.47,17,3,0.84,0.48,143.0,1.0,0.45,123,24.0,1
1158,First,2009,Robin Soderling,0.68,11,2,0.83,0.72,0.0,0.43,0.32,132,33.38345266507557,1
1159,First,2009,Brydan Klein,0.63,14,6,0.76,0.41,145.0,0.5,0.42,114,46.0,1
1160,First,2009,Dominik Hrbaty,0.67,6,5,0.74,0.59,0.0,0.33,0.36,132,33.38345266507557,1
1161,First,2009,Marin Cilic,0.51,16,8,0.88,0.48,0.0,0.43,0.42,134,33.38345266507557,1
1162,First,2009,Florian Mayer,0.58,4,1,0.78,0.66,0.0,0.5,0.56,90,33.38345266507557,1
1163,First,2009,Tomas Berdych,0.63,9,4,0.82,0.57,154.0,0.36,0.45,105,34.0,1
1164,First,2009,Evgeny Korolev,0.6,9,3,0.9,0.48,150.0,0.45,0.46,102,21.0,1
1165,First,2009,Marat Safin,0.48,8,5,0.85,0.59,159.0,0.67,0.4,96,26.0,1
1166,First,2009,David Ferrer,0.54,8,8,0.72,0.54,150.0,0.4,0.45,192,68.0,1
1167,First,2009,Brian Dabul,0.8,6,0,0.77,0.6,0.0,0.6,0.5,96,33.38345266507557,1
1168,First,2009,David Nalbandian,0.58,4,8,0.71,0.47,143.0,0.47,0.46,126,43.0,1
1169,First,2009,Janko Tipsarevic,0.58,15,4,0.77,0.45,0.0,0.53,0.43,163,33.38345266507557,1
1170,First,2009,Juan Martin Del Potro,0.65,7,4,0.7,0.66,150.0,0.43,0.49,104,23.0,1
1171,First,2009,Simone Bolelli,0.54,3,1,0.78,0.69,0.0,0.4,0.27,110,33.38345266507557,1
1172,First,2009,Amer Delic,0.74,21,5,0.76,0.47,0.0,0.43,0.3,139,33.38345266507557,1
1173,First,2009,Roger Federer,0.59,9,5,0.76,0.57,156.0,0.3,0.41,122,43.0,1
1174,Second,2004,Guillermo Canas,0.55,13,7,0.61,0.49,140.0,0.43,0.47,153,29.0,1
1175,Second,2004,David Nalbandian,0.7,4,1,0.71,0.44,129.0,0.47,0.55,104,31.0,1
1176,Second,2004,Jiri Novak,0.74,4,2,0.73,0.52,134.0,0.45,0.44,111,28.0,1
1177,Second,2004,Wayne Ferreira,0.69,8,2,0.66,0.55,123.0,0.31,0.4,125,60.0,1
1178,Second,2004,Joachim Johansson,0.63,10,10,0.83,0.56,119.90135396518376,0.5,0.38,111,35.0,1
1179,Second,2004,Andrei Pavel,0.63,9,2,0.78,0.47,119.90135396518376,0.71,0.44,97,10.0,1
1180,Second,2004,Juan Carlos Ferrero,0.58,2,6,0.73,0.51,136.0,0.6,0.44,115,34.0,1
1181,Second,2004,Lleyton Hewitt,0.6,3,3,0.6,0.54,144.0,0.6,0.52,110,34.0,1
1182,Second,2004,Jurgen Melzer,0.62,11,9,0.79,0.43,119.90135396518376,0.5,0.41,108,29.0,1
1183,Second,2004,Olivier Patience,0.68,8,2,0.72,0.5,119.90135396518376,0.4,0.41,151,57.0,1
1184,Second,2004,Andy Roddick,0.65,20,2,0.93,0.61,142.0,0.56,0.45,88,16.0,1
1185,Second,2004,Robby Ginepri,0.66,11,1,0.89,0.7,154.0,0.5,0.38,86,9.0,1
1186,Second,2004,Taylor Dent,0.56,16,16,0.62,0.48,134.0,0.41,0.43,173,77.0,1
1187,Second,2004,Paradorn Srichaphan,0.69,4,0,0.78,0.42,141.0,1.0,0.33,34,8.0,1
1188,Second,2004,James Blake,0.62,11,3,0.73,0.54,137.0,0.19,0.37,129,41.0,1
1189,Second,2004,Gustavo Kuerten,0.58,8,1,0.72,0.53,145.0,0.62,0.41,142,31.0,1
1190,Second,2004,Dominik Hrbaty,0.61,3,5,0.79,0.5,137.0,0.57,0.58,91,24.0,1
1191,Second,2004,Sjeng Schalken,0.73,2,4,0.69,0.37,128.0,0.48,0.51,132,29.0,1
